@Concept: #id, key, label, concept, body_part, frequency
534, 6.74, bracelet, bracelet, 0.0, 204.0
535, 6.73, ring (for finger), ring (for finger), 0.0, 203.0
536, 6.72, jewel, jewel, 0.0, 194.0
537, 6.71, ornament/ adornment, ornament/ adornment, 0.0, 235.0
538, 5.11, eat, eat, 0.0, 305.0
539, 5.12, food, food, 0.0, 305.0
540, 5.13, drink, drink, 0.0, 262.0
541, 5.14, hunger, hunger, 0.0, 257.0
542, 5.15, thirst, thirst, 0.0, 240.0
543, 5.16, suck, suck, 0.0, 298.0
544, 6.78, headband/ headdress, headband/ headdress, 0.0, 251.0
545, 14.65, Wednesday, Wednesday, 0.0, 161.0
546, 17.172, imitate, imitate, 0.0, 225.0
547, 17.171, guess, guess, 0.0, 224.0
548, 10.38, blow, blow, 0.0, 280.0
549, 10.471, go up, go up, 0.0, 261.0
550, 10.472, climb, climb, 0.0, 264.0
551, 5.57, mill, mill, 0.0, 185.0
552, 12.68, shallow, shallow, 0.0, 230.0
553, 2.21, man (vs. woman), man (vs. woman), 0.0, 280.0
554, 12.65, thin (in dimension), thin (in dimension), 0.0, 301.0
555, 4.344, fingernail, fingernail, 1.0, 231.0
556, 4.4, chest, chest, 1.0, 269.0
557, 4.3, shoulder, shoulder, 1.0, 255.0
558, 2.22, woman, woman, 0.0, 288.0
559, 12.62, narrow, narrow, 0.0, 294.0
560, 12.63, thick (in dimension), thick (in dimension), 0.0, 265.0
561, 4.75, die/ dead, die/ dead, 0.0, 413.0
562, 2.23, male, male, 0.0, 253.0
563, 4.97, blind, blind, 0.0, 251.0
564, 13.181, some, some, 0.0, 283.0
565, 4.74, live/ living/ life, live/ living/ life, 0.0, 416.0
566, 2.445, younger brother, younger brother, 0.0, 227.0
567, 4.77, corpse, corpse, 0.0, 261.0
568, 2.25, boy, boy, 0.0, 278.0
569, 7.52, thatch, thatch, 0.0, 177.0
570, 7.53, ridgepole, ridgepole, 0.0, 161.0
571, 7.51, roof, roof, 0.0, 248.0
572, 7.56, post/ pole, post/ pole, 0.0, 271.0
573, 7.57, board, board, 0.0, 200.0
574, 7.54, rafter, rafter, 0.0, 222.0
575, 7.55, beam, beam, 0.0, 218.0
576, 9.343, squeeze/ wring, squeeze/ wring, 0.0, 297.0
577, 7.58, arch, arch, 0.0, 150.0
578, 2.27, child, child, 0.0, 287.0
579, 4.27, tooth, tooth, 1.0, 247.0
580, 9.342, press, press, 0.0, 281.0
581, 11.14, seize/ grasp, seize/ grasp, 0.0, 310.0
582, 11.15, hold, hold, 0.0, 245.0
583, 11.16, get/ obtain, get/ obtain, 0.0, 273.0
584, 9.5, nail, nail, 0.0, 217.0
585, 11.11, have, have, 0.0, 233.0
586, 11.12, own/ possess, own/ possess, 0.0, 234.0
587, 11.13, take, take, 0.0, 281.0
588, 10.32, flow, flow, 0.0, 265.0
589, 11.18, thing, thing, 0.0, 259.0
590, 6.921, braid, braid, 0.0, 241.0
591, 6.94, ointment, ointment, 0.0, 203.0
592, 14.78, season, season, 0.0, 193.0
593, 11.89, cheap, cheap, 0.0, 207.0
594, 11.88, dear (costly/ expensive), dear (costly/ expensive), 0.0, 218.0
595, 11.87, price, price, 0.0, 205.0
596, 14.74, winter, winter, 0.0, 205.0
597, 14.77, autumn, autumn, 0.0, 167.0
598, 14.76, summer, summer, 0.0, 200.0
599, 11.83, trade/ barter, trade/ barter, 0.0, 255.0
600, 11.82, sell, sell, 0.0, 237.0
601, 11.81, buy, buy, 0.0, 239.0
602, 11.84, merchant, merchant, 0.0, 232.0
603, 4.95, deaf, deaf, 0.0, 252.0
604, 20.25, arrow, arrow, 0.0, 243.0
605, 9.56, glue, glue, 0.0, 241.0
606, 5.89, butter, butter, 0.0, 169.0
607, 5.88, cheese, cheese, 0.0, 151.0
608, 5.87, milk (vb), milk (vb), 0.0, 195.0
609, 9.422, tool, tool, 0.0, 207.0
610, 1.37, spring/ well, spring/ well, 0.0, 382.0
611, 16.45, shame (noun), shame (noun), 0.0, 269.0
612, 13.104, twenty, twenty, 0.0, 194.0
613, 20.27, sword, sword, 0.0, 184.0
614, 5.81, salt, salt, 0.0, 228.0
615, 12.213, pile up, pile up, 0.0, 288.0
616, 8.17, ditch, ditch, 0.0, 262.0
617, 20.26, spear, spear, 0.0, 237.0
618, 19.15, city/ town, city/ town, 0.0, 221.0
619, 19.16, village, village, 0.0, 253.0
620, 19.17, boundary, boundary, 0.0, 221.0
621, 18.23, silent (be), silent (be), 0.0, 241.0
622, 19.11, country, country, 0.0, 238.0
623, 20.222, battle-ax, battle-ax, 0.0, 134.0
624, 19.65, meet, meet, 0.0, 272.0
625, 7.42, bed, bed, 0.0, 278.0
626, 17.61, how?, how?, 0.0, 260.0
627, 2.455, younger sister, younger sister, 0.0, 218.0
628, 3.45, foal/ colt, foal/ colt, 0.0, 188.0
629, 8.13, garden, garden, 0.0, 211.0
630, 3.47, mule, mule, 0.0, 151.0
631, 3.46, ass/ donkey, ass/ donkey, 0.0, 175.0
632, 3.41, horse (equine), horse (equine), 0.0, 191.0
633, 20.63, miss (target), miss (target), 0.0, 211.0
634, 3.42, stallion, stallion, 0.0, 181.0
635, 8.11, farmer, farmer, 0.0, 198.0
636, 2.471, old woman, old woman, 0.0, 261.0
637, 8.97, nettle, nettle, 0.0, 169.0
638, 2.64, daughter-in-law (of a man), daughter-in-law (of a man), 0.0, 225.0
639, 8.94, bamboo, bamboo, 0.0, 175.0
640, 8.93, gourd, gourd, 0.0, 238.0
641, 8.92, tapioca/ manioc/ cassava, tapioca/ manioc/ cassava, 0.0, 149.0
642, 8.91, sweet potato, sweet potato, 0.0, 156.0
643, 1.215, sand, sand, 0.0, 245.0
644, 1.214, mud, mud, 0.0, 306.0
645, 12.23, separate, separate, 0.0, 281.0
646, 1.213, dust, dust, 0.0, 269.0
647, 1.212, earth=ground/ soil, earth=ground/ soil, 0.0, 292.0
648, 2.37, parents, parents, 0.0, 215.0
649, 2.36, mother, mother, 0.0, 293.0
650, 2.35, father, father, 0.0, 305.0
651, 7.221, doorpost/ jamb, doorpost/ jamb, 0.0, 162.0
652, 2.33, marry, marry, 0.0, 325.0
653, 2.32, wife, wife, 0.0, 302.0
654, 2.31, husband, husband, 0.0, 313.0
655, 18.61, book, book, 0.0, 184.0
656, 14.53, clock/ timepiece, clock/ timepiece, 0.0, 185.0
657, 9.341, hang up, hang up, 0.0, 280.0
658, 16.3, embrace, embrace, 0.0, 238.0
659, 1.78, weather, weather, 0.0, 182.0
660, 2.521, mother's sister, mother's sister, 0.0, 219.0
661, 1.76, snow (noun), snow (noun), 0.0, 183.0
662, 1.77, ice, ice, 0.0, 226.0
663, 1.74, fog, fog, 0.0, 254.0
664, 1.75, rain (noun), rain (noun), 0.0, 257.0
665, 1.72, wind, wind, 0.0, 259.0
666, 14.51, hour, hour, 0.0, 170.0
667, 4.393, feather, feather, 1.0, 261.0
668, 1.71, air, air, 0.0, 207.0
669, 4.31, arm, arm, 1.0, 260.0
670, 4.33, hand, hand, 1.0, 250.0
671, 4.32, elbow, elbow, 1.0, 245.0
672, 4.35, leg, leg, 1.0, 256.0
673, 4.34, finger, finger, 1.0, 229.0
674, 4.37, foot, foot, 1.0, 256.0
675, 4.36, knee, knee, 1.0, 251.0
676, 21.17, judgment, judgment, 0.0, 157.0
677, 21.16, judge (vb), judge (vb), 0.0, 169.0
678, 21.15, court, court, 0.0, 172.0
679, 9.461, hollow out, hollow out, 0.0, 243.0
680, 9.74, glass, glass, 0.0, 179.0
681, 21.11, law, law, 0.0, 204.0
682, 21.23, witness, witness, 0.0, 172.0
683, 3.596, owl, owl, 0.0, 288.0
684, 9.38, broom, broom, 0.0, 239.0
685, 1.362, whirlpool, whirlpool, 0.0, 208.0
686, 5.181, swallow, swallow, 0.0, 257.0
687, 16.29, kiss, kiss, 0.0, 250.0
688, 13.18, enough, enough, 0.0, 265.0
689, 13.19, multitude/ crowd, multitude/ crowd, 0.0, 281.0
690, 13.16, more, more, 0.0, 250.0
691, 13.17, little (quantity)/ few, little (quantity)/ few, 0.0, 300.0
692, 13.14, every/ all, every/ all, 0.0, 361.0
693, 16.27, love, love, 0.0, 316.0
694, 9.36, wash, wash, 0.0, 297.0
695, 9.37, sweep, sweep, 0.0, 239.0
696, 10.34, float, float, 0.0, 241.0
697, 16.23, joyful/ glad/ happy, joyful/ glad/ happy, 0.0, 391.0
698, 5.7, potato, potato, 0.0, 206.0
699, 17.18, seem, seem, 0.0, 220.0
700, 17.19, idea/ notion, idea/ notion, 0.0, 288.0
701, 17.13, think (= reflect), think (= reflect), 0.0, 266.0
702, 17.11, mind, mind, 0.0, 248.0
703, 17.16, understand, understand, 0.0, 258.0
704, 17.17, know, know, 0.0, 275.0
705, 17.14, think (= be of the opinion), think (= be of the opinion), 0.0, 270.0
706, 17.15, believe, believe, 0.0, 232.0
707, 4.84, sick/ sickness, sick/ sickness, 0.0, 391.0
708, 4.85, wound/ sore, wound/ sore, 0.0, 301.0
709, 4.86, cure/ heal, cure/ heal, 0.0, 299.0
710, 6.38, thread, thread, 0.0, 251.0
711, 10.62, bring, bring, 0.0, 282.0
712, 10.63, send, send, 0.0, 275.0
713, 4.82, weak, weak, 0.0, 308.0
714, 10.61, carry (bear), carry (bear), 0.0, 304.0
715, 6.33, weave, weave, 0.0, 235.0
716, 6.32, spindle, spindle, 0.0, 193.0
717, 14.19, immediately, immediately, 0.0, 280.0
718, 4.88, medicine/ drug, medicine/ drug, 0.0, 282.0
719, 6.36, needle, needle, 0.0, 230.0
720, 6.35, sew, sew, 0.0, 253.0
721, 6.34, loom, loom, 0.0, 156.0
722, 13.4, four, four, 0.0, 182.0
723, 13.5, five, five, 0.0, 171.0
724, 10.832, outrigger, outrigger, 0.0, 72.0
725, 13.7, seven, seven, 0.0, 158.0
726, 5.58, mortar, mortar, 0.0, 208.0
727, 13.1, one, one, 0.0, 262.0
728, 13.2, two, two, 0.0, 215.0
729, 13.3, three, three, 0.0, 196.0
730, 5.54, knead, knead, 0.0, 224.0
731, 5.55, meal/ flour, meal/ flour, 0.0, 217.0
732, 5.56, crush/ grind, crush/ grind, 0.0, 352.0
733, 10.474, go out, go out, 0.0, 239.0
734, 13.8, eight, eight, 0.0, 155.0
735, 5.51, bread, bread, 0.0, 204.0
736, 5.53, dough, dough, 0.0, 182.0
737, 4.492, penis, penis, 1.0, 303.0
738, 20.42, defeat, defeat, 0.0, 202.0
739, 20.28, gun/ cannon, gun/ cannon, 0.0, 299.0
740, 17.69, why?, why?, 0.0, 255.0
741, 17.68, who?, who?, 0.0, 266.0
742, 17.67, which?, which?, 0.0, 251.0
743, 20.24, bow, bow, 0.0, 231.0
744, 17.65, when?, when?, 0.0, 259.0
745, 17.64, what?, what?, 0.0, 270.0
746, 20.21, weapons/ arms, weapons/ arms, 0.0, 187.0
747, 17.62, how many?, how many?, 0.0, 236.0
748, 16.622, choose, choose, 0.0, 245.0
749, 20.22, club, club, 0.0, 244.0
750, 4.302, collarbone, collarbone, 1.0, 182.0
751, 12.21, collect/ gather, collect/ gather, 0.0, 306.0
752, 12.22, join/ unite, join/ unite, 0.0, 318.0
753, 4.301, shoulderblade, shoulderblade, 1.0, 204.0
754, 12.24, open, open, 0.0, 280.0
755, 12.25, shut/ close, shut/ close, 0.0, 277.0
756, 12.26, cover, cover, 0.0, 293.0
757, 3.93, grasshopper, grasshopper, 0.0, 212.0
758, 17.66, where?, where?, 0.0, 316.0
759, 14.252, last/ endure, last/ endure, 0.0, 215.0
760, 14.332, long-time (for a), long-time (for a), 0.0, 229.0
761, 16.26, play, play, 0.0, 269.0
762, 1.53, moon, moon, 0.0, 246.0
763, 8.48, rice, rice, 0.0, 165.0
764, 8.44, barley, barley, 0.0, 131.0
765, 8.45, rye, rye, 0.0, 118.0
766, 8.46, oats, oats, 0.0, 125.0
767, 8.47, maize/ corn, maize/ corn, 0.0, 231.0
768, 8.41, crop/ harvest, crop/ harvest, 0.0, 232.0
769, 8.42, grain (barley/ oats etc), grain (barley/ oats etc), 0.0, 209.0
770, 8.43, wheat, wheat, 0.0, 158.0
771, 3.94, snail, snail, 0.0, 241.0
772, 8.27, rake, rake, 0.0, 173.0
773, 11.51, rich, rich, 0.0, 226.0
774, 11.52, poor, poor, 0.0, 258.0
775, 11.53, beggar, beggar, 0.0, 216.0
776, 11.54, avaricious/ stingy, avaricious/ stingy, 0.0, 313.0
777, 7.32, stove, stove, 0.0, 184.0
778, 8.912, yam, yam, 0.0, 100.0
779, 6.461, grass-skirt, grass-skirt, 0.0, 58.0
780, 4.374, footprint, footprint, 1.0, 226.0
781, 14.16, early, early, 0.0, 226.0
782, 4.372, heel, heel, 1.0, 230.0
783, 12.93, change, change, 0.0, 271.0
784, 12.92, like/ similar, like/ similar, 0.0, 302.0
785, 10.92, land (vb), land (vb), 0.0, 202.0
786, 10.91, harbor/ port, harbor/ port, 0.0, 194.0
787, 1.353, lowtide, lowtide, 0.0, 116.0
788, 4.272, molartooth, molartooth, 1.0, 211.0
789, 4.271, gums, gums, 1.0, 211.0
790, 16.37, cry/ weep, cry/ weep, 0.0, 278.0
791, 9.71, potter, potter, 0.0, 157.0
792, 3.819, spider web, spider web, 0.0, 219.0
793, 3.818, spider, spider, 0.0, 240.0
794, 6.48, trousers, trousers, 0.0, 225.0
795, 6.49, stocking/ sock, stocking/ sock, 0.0, 209.0
796, 3.815, scorpion, scorpion, 0.0, 210.0
797, 3.814, centipede, centipede, 0.0, 185.0
798, 3.817, ant, ant, 0.0, 250.0
799, 3.816, cockroach, cockroach, 0.0, 208.0
800, 6.42, woman's dress, woman's dress, 0.0, 244.0
801, 6.43, coat, coat, 0.0, 197.0
802, 3.813, flea, flea, 0.0, 225.0
803, 6.41, cloak, cloak, 0.0, 184.0
804, 18.22, say, say, 0.0, 308.0
805, 2.72, stepmother, stepmother, 0.0, 216.0
806, 9.89, paint (vb), paint (vb), 0.0, 250.0
807, 18.21, speak/ talk, speak/ talk, 0.0, 336.0
808, 18.26, word, word, 0.0, 244.0
809, 2.76, widow, widow, 0.0, 231.0
810, 18.24, language, language, 0.0, 250.0
811, 5.19, choke, choke, 0.0, 253.0
812, 9.83, statue, statue, 0.0, 134.0
813, 9.82, sculptor, sculptor, 0.0, 104.0
814, 18.28, name, name, 0.0, 246.0
815, 9.84, chisel, chisel, 0.0, 164.0
816, 15.69, yellow, yellow, 0.0, 242.0
817, 21.31, accuse, accuse, 0.0, 219.0
818, 19.52, enemy, enemy, 0.0, 235.0
819, 17.63, how much?, how much?, 0.0, 239.0
820, 19.54, neighbor, neighbor, 0.0, 207.0
821, 19.55, stranger, stranger, 0.0, 254.0
822, 19.56, guest, guest, 0.0, 201.0
823, 19.57, host, host, 0.0, 195.0
824, 19.58, help/ aid, help/ aid, 0.0, 257.0
825, 19.59, hinder/ prevent, hinder/ prevent, 0.0, 267.0
826, 15.63, dark (in color), dark (in color), 0.0, 236.0
827, 2.444, older brother, older brother, 0.0, 254.0
828, 15.65, black, black, 0.0, 265.0
829, 15.64, white, white, 0.0, 267.0
830, 15.67, blue, blue, 0.0, 246.0
831, 15.66, red, red, 0.0, 273.0
832, 14.26, end (temporal), end (temporal), 0.0, 223.0
833, 14.27, finish, finish, 0.0, 317.0
834, 14.24, retard/ delay, retard/ delay, 0.0, 263.0
835, 14.25, begin/ beginning, begin/ beginning, 0.0, 346.0
836, 14.22, slow, slow, 0.0, 266.0
837, 14.23, hasten/ hurry, hasten/ hurry, 0.0, 306.0
838, 14.21, swift/ fast/ quick, swift/ fast/ quick, 0.0, 365.0
839, 4.17, horn, horn, 1.0, 234.0
840, 4.751, drowned, drowned, 0.0, 241.0
841, 1.861, extinguish, extinguish, 0.0, 258.0
842, 4.16, bone, bone, 1.0, 237.0
843, 11.61, lend, lend, 0.0, 228.0
844, 4.15, blood, blood, 1.0, 251.0
845, 4.14, hair (head), hair (head), 1.0, 279.0
846, 5.821, chili pepper, chili pepper, 0.0, 193.0
847, 9.161, untie, untie, 0.0, 264.0
848, 5.791, grease/ fat, grease/ fat, 0.0, 311.0
849, 3.96, lizard, lizard, 0.0, 263.0
850, 21.22, defendant, defendant, 0.0, 160.0
851, 1.32, sea, sea, 0.0, 215.0
852, 9.221, cut down, cut down, 0.0, 260.0
853, 9.222, chop/ hew, chop/ hew, 0.0, 279.0
854, 9.223, stab, stab, 0.0, 274.0
855, 1.36, river/ stream/ brook, river/ stream/ brook, 0.0, 433.0
856, 6.79, tattoo, tattoo, 0.0, 127.0
857, 1.34, gulf/ bay, gulf/ bay, 0.0, 145.0
858, 1.35, wave, wave, 0.0, 234.0
859, 2.611, father-in-law (of a woman), father-in-law (of a woman), 0.0, 204.0
860, 1.38, swamp, swamp, 0.0, 271.0
861, 1.39, waterfall, waterfall, 0.0, 212.0
862, 14.12, age, age, 0.0, 257.0
863, 3.586, vulture, vulture, 0.0, 195.0
864, 3.585, hawk, hawk, 0.0, 244.0
865, 3.584, eagle, eagle, 0.0, 204.0
866, 3.583, heron, heron, 0.0, 212.0
867, 4.371, ankle, ankle, 1.0, 241.0
868, 3.581, bird, bird, 0.0, 247.0
869, 13.21, full, full, 0.0, 270.0
870, 5.141, famine, famine, 0.0, 224.0
871, 8.53, plant (noun), plant (noun), 0.0, 225.0
872, 5.123, ripe, ripe, 0.0, 274.0
873, 18.57, pen, pen, 0.0, 198.0
874, 18.56, paper, paper, 0.0, 191.0
875, 16.62, desire/ want, desire/ want, 0.0, 368.0
876, 16.63, hope, hope, 0.0, 213.0
877, 18.52, read, read, 0.0, 211.0
878, 1.323, rough (of sea), rough (of sea), 0.0, 184.0
879, 1.322, calm (of sea), calm (of sea), 0.0, 208.0
880, 16.68, deceit, deceit, 0.0, 252.0
881, 16.69, forgive, forgive, 0.0, 203.0
882, 1.329, ocean, ocean, 0.0, 188.0
883, 4.912, rest, rest, 0.0, 247.0
884, 4.612, snore, snore, 0.0, 232.0
885, 4.49, testicle, testicle, 1.0, 256.0
886, 6.411, poncho, poncho, 0.0, 78.0
887, 2.261, young woman (adolescent), young woman (adolescent), 0.0, 273.0
888, 13.107, count, count, 0.0, 239.0
889, 10.23, fall, fall, 0.0, 306.0
890, 13.105, hundred, hundred, 0.0, 174.0
891, 10.21, rise, rise, 0.0, 334.0
892, 4.44, heart, heart, 1.0, 256.0
893, 4.45, liver, liver, 1.0, 235.0
894, 4.46, stomach, stomach, 1.0, 310.0
895, 10.25, throw, throw, 0.0, 320.0
896, 9.64, gold, gold, 0.0, 189.0
897, 6.82, towel, towel, 0.0, 186.0
898, 4.38, toe, toe, 1.0, 229.0
899, 9.65, silver, silver, 0.0, 175.0
900, 21.52, thief, thief, 0.0, 254.0
901, 9.67, iron, iron, 0.0, 181.0
902, 5.9, beverage/ drink, beverage/ drink, 0.0, 223.0
903, 9.61, forge, forge, 0.0, 144.0
904, 13.22, empty, empty, 0.0, 253.0
905, 9.63, cast (metals), cast (metals), 0.0, 143.0
906, 9.62, anvil, anvil, 0.0, 136.0
907, 9.69, tin/ tinplate, tin/ tinplate, 0.0, 178.0
908, 9.68, lead (noun), lead (noun), 0.0, 149.0
909, 21.36, innocent, innocent, 0.0, 164.0
910, 17.23, insane/ crazy, insane/ crazy, 0.0, 289.0
911, 17.22, foolish/ stupid, foolish/ stupid, 0.0, 338.0
912, 17.21, wise, wise, 0.0, 248.0
913, 14.451, afternoon, afternoon, 0.0, 225.0
914, 4.452, spleen, spleen, 1.0, 172.0
915, 17.26, pupil, pupil, 0.0, 238.0
916, 17.25, teach, teach, 0.0, 281.0
917, 17.24, learn, learn, 0.0, 289.0
918, 4.64, break wind, break wind, 0.0, 241.0
919, 17.28, school, school, 0.0, 192.0
920, 3.78, camel, camel, 0.0, 134.0
921, 9.33, pull, pull, 0.0, 276.0
922, 3.594, dove, dove, 0.0, 249.0
923, 4.521, hiccough, hiccough, 0.0, 218.0
924, 9.66, copper/ bronze, copper/ bronze, 0.0, 222.0
925, 6.46, skirt, skirt, 0.0, 216.0
926, 10.473, go down, go down, 0.0, 298.0
927, 17.38, explain, explain, 0.0, 230.0
928, 5.42, breakfast, breakfast, 0.0, 188.0
929, 10.412, kneel, kneel, 0.0, 235.0
930, 9.192, knot (noun), knot (noun), 0.0, 241.0
931, 6.23, linen/ flax, linen/ flax, 0.0, 153.0
932, 6.44, shirt, shirt, 0.0, 202.0
933, 18.16, mumble, mumble, 0.0, 191.0
934, 12.59, short, short, 0.0, 266.0
935, 12.58, tall, tall, 0.0, 270.0
936, 6.45, collar, collar, 0.0, 191.0
937, 4.451, kidney, kidney, 1.0, 228.0
938, 3.811, louse, louse, 0.0, 241.0
939, 4.331, palm of hand, palm of hand, 1.0, 247.0
940, 15.71, touch, touch, 0.0, 290.0
941, 12.55, large/ big, large/ big, 0.0, 298.0
942, 12.54, measure, measure, 0.0, 233.0
943, 12.57, long, long, 0.0, 268.0
944, 6.81, handkerchief/ rag, handkerchief/ rag, 0.0, 254.0
945, 4.232, mucus (nasal), mucus (nasal), 1.0, 262.0
946, 4.231, nostril, nostril, 1.0, 222.0
947, 1.57, lightning (as striking), lightning (as striking), 0.0, 222.0
948, 10.57, enter, enter, 0.0, 286.0
949, 10.56, approach, approach, 0.0, 259.0
950, 10.55, reach/ arrive, reach/ arrive, 0.0, 329.0
951, 3.812, nit (louse egg), nit (louse egg), 0.0, 197.0
952, 10.53, pursue, pursue, 0.0, 256.0
953, 10.52, follow, follow, 0.0, 271.0
954, 10.51, flee, flee, 0.0, 284.0
955, 16.39, groan, groan, 0.0, 232.0
956, 8.16, fence, fence, 0.0, 243.0
957, 7.43, chair, chair, 0.0, 232.0
958, 9.771, rug, rug, 0.0, 208.0
959, 7.45, lamp/ torch, lamp/ torch, 0.0, 298.0
960, 8.12, field (for cultivation), field (for cultivation), 0.0, 266.0
961, 7.47, shelf, shelf, 0.0, 191.0
962, 7.46, candle, candle, 0.0, 196.0
963, 20.471, guard/ sentinel, guard/ sentinel, 0.0, 236.0
964, 7.48, trough, trough, 0.0, 225.0
965, 17.441, betray, betray, 0.0, 207.0
966, 7.44, table, table, 0.0, 186.0
967, 19.37, citizen/ subject, citizen/ subject, 0.0, 205.0
968, 18.221, tell story, tell story, 0.0, 251.0
969, 4.2, head, head, 1.0, 263.0
970, 11.21, give, give, 0.0, 278.0
971, 11.22, give back, give back, 0.0, 236.0
972, 11.25, save/ rescue, save/ rescue, 0.0, 242.0
973, 11.24, preserve/ look after, preserve/ look after, 0.0, 247.0
974, 11.27, destroy, destroy, 0.0, 278.0
975, 14.18, now, now, 0.0, 277.0
976, 14.17, late, late, 0.0, 230.0
977, 11.28, harm/ injure/ damage, harm/ injure/ damage, 0.0, 289.0
978, 14.15, old, old, 0.0, 309.0
979, 14.14, young, young, 0.0, 264.0
980, 14.13, new, new, 0.0, 248.0
981, 15.68, green, green, 0.0, 245.0
982, 14.11, time, time, 0.0, 238.0
983, 14.68, Saturday, Saturday, 0.0, 161.0
984, 2.75, orphan, orphan, 0.0, 246.0
985, 4.241, beak, beak, 1.0, 231.0
986, 6.91, comb, comb, 0.0, 239.0
987, 14.63, Monday, Monday, 0.0, 159.0
988, 6.93, razor, razor, 0.0, 186.0
989, 6.92, brush, brush, 0.0, 168.0
990, 6.95, soap, soap, 0.0, 181.0
991, 11.91, share (distribute), share (distribute), 0.0, 239.0
992, 11.92, weigh, weigh, 0.0, 210.0
993, 10.431, kick, kick, 0.0, 251.0
994, 12.1, after, after, 0.0, 227.0
995, 4.221, earlobe, earlobe, 1.0, 143.0
996, 9.81, carve, carve, 0.0, 218.0
997, 12.2, beside, beside, 0.0, 243.0
998, 10.491, disappear, disappear, 0.0, 259.0
999, 19.21, people (populace), people (populace), 0.0, 278.0
1000, 4.62, dream, dream, 0.0, 275.0
1001, 19.23, tribe/ clan, tribe/ clan, 0.0, 265.0
1002, 4.222, earwax, earwax, 1.0, 173.0
1003, 19.25, staff/ walking stick, staff/ walking stick, 0.0, 264.0
1004, 19.24, chief/ chieftain, chief/ chieftain, 0.0, 283.0
1005, 4.63, wake up, wake up, 0.0, 283.0
1006, 4.61, sleep, sleep, 0.0, 280.0
1007, 3.593, crow, crow, 0.0, 188.0
1008, 10.24, drip, drip, 0.0, 258.0
1009, 1.22, mountain/ hill, mountain/ hill, 0.0, 399.0
1010, 3.71, wolf, wolf, 0.0, 181.0
1011, 3.72, lion, lion, 0.0, 192.0
1012, 3.73, bear, bear, 0.0, 163.0
1013, 3.74, fox, fox, 0.0, 198.0
1014, 3.75, deer, deer, 0.0, 265.0
1015, 3.76, monkey, monkey, 0.0, 235.0
1016, 3.77, elephant, elephant, 0.0, 148.0
1017, 7.231, latch/ door-bolt, latch/ door-bolt, 0.0, 187.0
1018, 18.73, horn/ trumpet, horn/ trumpet, 0.0, 211.0
1019, 10.481, come back, come back, 0.0, 266.0
1020, 19.51, friend/ companion, friend/ companion, 0.0, 342.0
1021, 15.25, fragrant/ good smelling, fragrant/ good smelling, 0.0, 265.0
1022, 15.26, stinking/ bad smelling, stinking/ bad smelling, 0.0, 293.0
1023, 15.21, smell (vb intrans), smell (vb intrans), 0.0, 249.0
1024, 12.67, deep, deep, 0.0, 249.0
1025, 15.81, heavy, heavy, 0.0, 245.0
1026, 15.22, smell (vb trans), smell (vb trans), 0.0, 234.0
1027, 14.73, year, year, 0.0, 233.0
1028, 18.18, shriek/ screech, shriek/ screech, 0.0, 208.0
1029, 18.13, shout/ cry out, shout/ cry out, 0.0, 301.0
1030, 2.43, offspring (son or daughter), offspring (son or daughter), 0.0, 253.0
1031, 18.11, voice, voice, 0.0, 234.0
1032, 2.41, son, son, 0.0, 274.0
1033, 2.46, grandfather, grandfather, 0.0, 300.0
1034, 2.47, grandmother, grandmother, 0.0, 300.0
1035, 18.15, whisper, whisper, 0.0, 217.0
1036, 2.45, sister, sister, 0.0, 236.0
1037, 3.662, porpoise/ dolphin, porpoise/ dolphin, 0.0, 128.0
1038, 20.23, sling, sling, 0.0, 163.0
1039, 3.661, shark, shark, 0.0, 137.0
1040, 3.664, stingray, stingray, 0.0, 142.0
1041, 3.665, freshwater eel, freshwater eel, 0.0, 148.0
1042, 9.251, adze, adze, 0.0, 164.0
1043, 1.64, dew, dew, 0.0, 227.0
1044, 1.61, light (noun), light (noun), 0.0, 289.0
1045, 1.63, shade/ shadow, shade/ shadow, 0.0, 285.0
1046, 1.62, darkness, darkness, 0.0, 316.0
1047, 15.61, color, color, 0.0, 180.0
1048, 2.631, son-in-law (of a woman), son-in-law (of a woman), 0.0, 203.0
1049, 16.84, clever, clever, 0.0, 263.0
1050, 16.82, ugly, ugly, 0.0, 264.0
1051, 16.83, greedy, greedy, 0.0, 255.0
1052, 16.81, beautiful, beautiful, 0.0, 334.0
1053, 16.19, misfortune/ bad luck, misfortune/ bad luck, 0.0, 228.0
1054, 9.28, tear, tear, 0.0, 288.0
1055, 15.62, light (in color), light (in color), 0.0, 209.0
1056, 12.32, low, low, 0.0, 241.0
1057, 16.11, soul/ spirit, soul/ spirit, 0.0, 311.0
1058, 12.61, wide/ broad, wide/ broad, 0.0, 276.0
1059, 9.23, knife, knife, 0.0, 212.0
1060, 9.22, cut, cut, 0.0, 348.0
1061, 16.15, surprised/ astonished, surprised/ astonished, 0.0, 276.0
1062, 18.19, howl, howl, 0.0, 213.0
1063, 9.27, split, split, 0.0, 286.0
1064, 9.26, break, break, 0.0, 335.0
1065, 2.49, granddaughter, granddaughter, 0.0, 254.0
1066, 4.843, cold (catarrh), cold (catarrh), 0.0, 234.0
1067, 4.144, body hair, body hair, 1.0, 225.0
1068, 4.145, pubic hair, pubic hair, 1.0, 189.0
1069, 4.146, dandruff, dandruff, 1.0, 191.0
1070, 4.142, beard, beard, 1.0, 235.0
